"diary_date","collector","debt_id","portfolio_id","action_type","action_detail","rpc","promise_type","promise_date","promise_amt"
"2023-02-14 15:35:36","Krishandai","15066793.T","103","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 15:35:46","Corrine","6940177.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:37:05","Corrine","15063608.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:37:09","Krishandai","6973012.T","103","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-14 15:37:38","Vidia","15092601.T","127",,,"","","","0.00"
"2023-02-14 15:38:41","Krishandai","15042018.T","103","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 15:40:41","Vidia","15038218.T","127",,,"","","","0.00"
"2023-02-14 15:42:08","Leona","6935252.T","106","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:42:52","Krishandai","15090941.T","103","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-14 15:43:22","Corrine","15064253.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:44:07","Vidia","15072462.T","127","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 15:44:49","Corrine","6949625.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:45:36","Vidia","15057989.T","127",,,"","","","0.00"
"2023-02-14 15:46:10","Corrine","6972934.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:46:12","Leona","6919019.T","106","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 15:46:40","Krishandai","15042018.T","103","contact","P2PSP - Small payments via installment","","monthly","2023-02-27","1000.00"
"2023-02-14 15:49:04","Greg","15092932.T","1754",,,"","","","0.00"
"2023-02-14 15:49:54","Shanaz","15073155.T","1727","contact","COA - Compromise Offer Accepted","RPC","once","2023-03-31","3100.00"
"2023-02-14 15:50:36","Shanaz","15073092.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 15:50:52","Krishandai","15066871.T","103","attempt","CD - Answered - call disconnect","","","","0.00"
"2023-02-14 15:51:40","Lydia","15093608.T","1753",,,"","","","0.00"
"2023-02-14 15:52:03","Corrine","15063466.T","1717","attempt","DU - Answered - Debtor is unavailable","","","","0.00"
"2023-02-14 15:52:58","Krishandai","15077835.T","103","attempt","DU - Answered - Debtor is unavailable","","","","0.00"
"2023-02-14 15:53:21","Krishandai","15077837.T","103","attempt","DU - Answered - Debtor is unavailable","","","","0.00"
"2023-02-14 15:54:11","Brandi","15065555.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:54:35","Greg","15092961.T","1754",,,"","","","0.00"
"2023-02-14 15:55:06","Brandi","15064808.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:55:58","Brandi","15040318.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:56:47","Brandi","15040279.T","1726",,,"","","","0.00"
"2023-02-14 15:57:08","Vidia","15076955.T","127","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 15:57:31","Brandi","15040247.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 15:57:36","Greg","15093211.T","1754",,,"","","","0.00"
"2023-02-14 15:58:32","Vidia","15078546.T","127","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 15:58:40","Krishandai","6938874.T","103","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 15:59:03","Brandi","15040237.T","1726",,,"","","","0.00"
"2023-02-14 15:59:27","Greg","15093357.T","1754",,,"","","","0.00"
"2023-02-14 15:59:48","Corrine","15062571.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:00:26","Corrine","15062885.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:01:19","Shanaz","15072984.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:01:26","Leona","15092395.T","106","contact","DDS - Debtor disputing debt - debt settled","","","","0.00"
"2023-02-14 16:01:34","Corrine","15062150.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:01:37","Krishandai","15066821.T","103","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:01:51","Shanaz","15072948.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:02:35","Shanaz","15072877.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:03:25","Corrine","15062626.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:03:26","Shanaz","15072862.T","1727","contact","CRW - Client Requested Withdrawal","","","","0.00"
"2023-02-14 16:03:57","Shanaz","15072833.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:05:38","Leona","15066580.T","106","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:06:10","Brandi","15066618.T","1726","contact","P2PSP - Small payments via installment","","once","2023-03-01","0.00"
"2023-02-14 16:06:27","Shanaz","15072823.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:06:43","Krishandai","15065600.T","103","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-14 16:07:14","Shanaz","15072769.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:07:42","Greg","15094067.T","1754",,,"","","","0.00"
"2023-02-14 16:08:22","Shanaz","15072747.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:08:45","Tyeisha","15072203.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:09:27","Brandi","15093459.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:09:41","Lydia","15094095.T","1753","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-14 16:10:22","Brandi","15093485.T","1726","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:11:10","Shanaz","15072733.T","1727","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-14 16:11:35","Brandi","15093488.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:12:14","Greg","15094069.T","1754",,,"","","","0.00"
"2023-02-14 16:12:22","Brandi","15093500.T","1726","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:13:20","Tyeisha","15073072.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:13:40","Greg","6921443.T","1754",,,"","","","0.00"
"2023-02-14 16:13:57","Brandi","15093514.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:14:35","Greg","6941528.T","1754",,,"","","","0.00"
"2023-02-14 16:14:55","Brandi","15093526.T","1726","attempt","ICR - Automated Response - Incoming calls restricted","","","","0.00"
"2023-02-14 16:15:41","Brandi","15093534.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:15:42","Leona","15075686.T","106","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-14 16:16:33","Greg","6943317.T","1754",,,"","","","0.00"
"2023-02-14 16:17:35","Krishandai","15076051.T","103","attempt","CD - Answered - call disconnect","","","","0.00"
"2023-02-14 16:18:09","Lydia","15050388.T","1753","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:19:19","Brandi","15093570.T","1726",,,"","","","0.00"
"2023-02-14 16:19:42","Greg","6954109.T","1754",,,"","","","0.00"
"2023-02-14 16:20:06","Lydia","6947161.T","1753",,,"","","","0.00"
"2023-02-14 16:21:01","Brandi","15093578.T","1726","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:21:13","Greg","15049041.T","1754",,,"","","","0.00"
"2023-02-14 16:22:06","Brandi","15093592.T","1726",,,"","","","0.00"
"2023-02-14 16:22:35","Brandi","15093604.T","1726","attempt","ACB - Automated Response - All circuits busy","","","","0.00"
"2023-02-14 16:22:43","Lydia","15085485.T","1753",,,"","","","0.00"
"2023-02-14 16:22:53","Greg","15055377.T","1754",,,"","","","0.00"
"2023-02-14 16:24:12","Krishandai","15080595.T","103","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:25:29","Leona","15074655.T","106","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-14 16:25:36","Krishandai","15071374.T","103","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:26:45","Greg","15071081.T","1754",,,"","","","0.00"
"2023-02-14 16:27:00","Leona","6974423.T","106","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:27:03","Krishandai","15076053.T","103","contact","Debt Settled File Closed","","","","0.00"
"2023-02-14 16:28:32","Shanaz","15072582.T","1727","attempt","ICR - Automated Response - Incoming calls restricted","","","","0.00"
"2023-02-14 16:28:40","Greg","15080743.T","1754",,,"","","","0.00"
"2023-02-14 16:30:49","Krishandai","15087144.T","103","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:30:53","Brandi","15089593.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:31:21","Leona","15074574.T","106","contact","NPO - Debtor unable to make payment - Over-Indebtedness","","","","0.00"
"2023-02-14 16:31:24","Lydia","15087209.T","1753",,,"","","","0.00"
"2023-02-14 16:31:32","Shanaz","15072616.T","1727","attempt","CD - Answered - call disconnect","","","","0.00"
"2023-02-14 16:31:57","Shanaz","15072617.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:32:06","Brandi","15089378.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:32:43","Brandi","15089110.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:32:46","Shanaz","15072645.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:33:22","Shanaz","15072670.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:33:35","Greg","15082894.T","1754",,,"","","","0.00"
"2023-02-14 16:33:45","Shanaz","15072687.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:34:13","Brandi","15089366.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:34:39","Shanaz","15072727.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:35:24","Brandi","15090338.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:35:41","Shanaz","15072730.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 16:36:59","Shanaz","15072087.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 16:38:19","Lydia","15083808.T","1753",,,"","","","0.00"
"2023-02-14 16:39:02","Krishandai","15078242.T","103","contact","P2PSP - Small payments via installment","","monthly","2023-02-28","500.00"
"2023-02-14 16:39:06","Leona","6918365.T","106","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:39:26","Brandi","15090132.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:40:31","Lydia","6942009.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:40:50","Greg","15084924.T","1754",,,"","","","0.00"
"2023-02-14 16:47:46","Brandi","15090378.T","1726","contact","NPF - Debtor unable to make payment - No Funds","","","","0.00"
"2023-02-14 16:49:12","Krishandai","15086585.T","103","contact","P2PSP - Small payments via installment","","monthly","2023-02-28","700.00"
"2023-02-14 16:50:24","Greg","15089398.T","1754",,,"","","","0.00"
"2023-02-14 16:50:32","Brandi","15090417.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:50:44","Lydia","15064525.T","1753",,,"","","","0.00"
"2023-02-14 16:51:12","Brandi","15090499.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-14 16:51:38","Greg","6941103.T","1754",,,"","","","0.00"
"2023-02-14 16:53:42","Lydia","15094100.T","0",,,"","","","0.00"
"2023-02-14 16:55:03","Greg","15087562.T","1754",,,"","","","0.00"
"2023-02-14 16:55:25","Shanaz","15072212.T","1727","contact","NPI- Debtor unable to make payment - Ill/injured","","","","0.00"
"2023-02-14 16:56:00","Krishandai","15071183.T","103","contact","NPF - Debtor unable to make payment - No Funds","","","","0.00"
"2023-02-14 16:56:04","Lydia","6943143.T","1753","correspondence","FWL - Final warning letter issued","","","","0.00"
"2023-02-14 16:57:16","Lydia","15083420.T","1753",,,"","","","0.00"
"2023-02-14 16:58:11","Brandi","15090583.T","1726","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-14 16:59:19","Corrine","6972011.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 16:59:53","Shanaz","15072301.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 17:00:53","Krishandai","15066225.T","103","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 17:01:03","Corrine","15075197.T","1717","attempt","USO - Automated Response - Unit Switched off","","","","0.00"
"2023-02-14 17:01:26","Shanaz","15072373.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 17:01:57","Shanaz","15072382.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 17:02:28","Shanaz","15072391.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 17:02:31","Corrine","15081051.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:03:03","Shanaz","15072446.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 17:03:37","Corrine","15075390.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:03:50","Shanaz","15072455.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 17:04:22","Corrine","15077670.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:04:42","Krishandai","15066970.T","103","contact","P2PSP - Small payments via installment","","monthly","2023-02-28","500.00"
"2023-02-14 17:04:54","Shanaz","15072459.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-14 17:05:40","Corrine","15079506.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:06:00","Shanaz","6885744.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-14 17:08:02","Corrine","15061358.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:09:18","Corrine","15064293.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:10:38","Corrine","6971932.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:11:47","Corrine","15073086.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:20:19","Corrine","15071896.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:23:11","Corrine","15074270.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 17:26:39","Corrine","15094795.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-14 20:03:45","Corrine","15075336.T","1717","contact","CAF - Client Awaiting Feedback","","","","0.00"
"2023-02-14 20:09:27","Corrine","15078212.T","1717","contact","DDS - Debtor disputing debt - debt settled","","","","0.00"
"2023-02-14 20:14:18","Corrine","6900408.T","1717","contact","DSC - Debtor Settled on Compromise Offer","RPC","","","0.00"
"2023-02-15 06:49:20","Corrine","15038331.T","1717","correspondence","ES - Email Sent","","","","0.00"
"2023-02-15 07:38:20","Nicola","15067238.T","1719","contact","IM - Incoming Message","","","","0.00"
"2023-02-15 07:39:39","Nicola","6932191.T","1719","contact","IM - Incoming Message","","","","0.00"
"2023-02-15 07:39:43","Nicola","15073805.T","1719","contact","IM - Incoming Message","","","","0.00"
"2023-02-15 07:41:42","Nicola","15090251.T","1719","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-15 07:43:02","Nicola","15066956.T","1719","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-15 07:47:13","Tyeisha","6920468.T","1720",,,"","","","0.00"
"2023-02-15 07:47:23","Nicola","15075246.T","1719","attempt","CD - Answered - call disconnect","","","","0.00"
"2023-02-15 07:48:21","Nicola","15090618.T","1719","contact","IM - Incoming Message","","","","0.00"
"2023-02-15 07:49:05","Nicola","15078658.T","1719","contact","IM - Incoming Message","","","","0.00"
"2023-02-15 07:49:35","Nicola","15093462.T","1719","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-15 07:50:35","Sarah","6928925.T","1718",,,"","","","0.00"
"2023-02-15 07:50:52","Sarah","15038471.T","1718",,,"","","","0.00"
"2023-02-15 07:51:01","Nicola","15091040.T","1719","contact","DSC - Debtor Settled on Compromise Offer","RPC","","","0.00"
"2023-02-15 07:52:09","Nicola","15068365.T","1719","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-15 07:59:39","Nicola","15063371.T","1719","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-15 08:03:39","Juliette","15082163.T","1751","contact","P2PF - 30 Full Settlement - Within 30 days","RPC","","","0.00"
"2023-02-15 08:04:57","Lydia","15076151.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:05:15","Shanaz","15072301.T","1727","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-15 08:05:21","Nicola","15048786.T","1719","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-15 08:06:10","Shanaz","15072446.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-15 08:07:19","Shanaz","15072455.T","1727","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:08:26","Nicola","15084360.T","1719","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-15 08:08:39","Nicola","6968326.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:08:39","Shanaz","15072616.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-15 08:08:50","Lydia","15080175.T","1753","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:08:58","Juliette","15081959.T","1751",,,"","","","0.00"
"2023-02-15 08:09:38","Leona","6914047.T","106","correspondence","ES - Email Sent","","","","0.00"
"2023-02-15 08:10:38","Sarah","6914983.T","1718","contact","P2PSP - Small payments via installment","","once","2023-02-22","500.00"
"2023-02-15 08:10:42","Tyeisha","15078270.T","1720",,,"","","","0.00"
"2023-02-15 08:11:40","Juliette","15081050.T","1751","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:11:49","Lydia","15088012.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:13:28","Damian","6962666.T","1729","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-15 08:13:56","Damian","15063107.T","1729","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-15 08:14:26","Juliette","6961214.T","1751",,,"","","","0.00"
"2023-02-15 08:14:27","Damian","15084508.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:14:36","Tyeisha","15092841.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:15:17","Lydia","15093846.T","1753","contact","IM - Incoming Message","","","","0.00"
"2023-02-15 08:15:56","Damian","15080051.T","1729","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:16:43","Juliette","15074551.T","1751","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:17:12","Damian","15057396.T","1729","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:17:20","Juliette","6956467.T","1751",,,"","","","0.00"
"2023-02-15 08:17:31","Damian","15088454.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:18:12","Tyeisha","15094632.T","1720",,,"","","","0.00"
"2023-02-15 08:18:15","Damian","15072681.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:18:29","Tyeisha","15071903.T","1720",,,"","","","0.00"
"2023-02-15 08:19:01","Lydia","6964593.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:19:19","Tyeisha","15068277.T","1720",,,"","","","0.00"
"2023-02-15 08:20:23","Sarah","6970361.T","1718","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-15 08:20:31","Damian","15073681.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:21:08","Vidia","6940172.T","1727",,,"","","","0.00"
"2023-02-15 08:21:36","Juliette","6875216.T","1751","contact","NPF - Debtor unable to make payment - No Funds","","","","0.00"
"2023-02-15 08:21:36","Damian","15074566.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:22:18","Damian","15075224.T","1729","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-15 08:23:10","Sarah","15081209.T","1718","contact","NPF - Debtor unable to make payment - No Funds","","","","0.00"
"2023-02-15 08:23:16","Juliette","6913716.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:23:31","Damian","15079320.T","1729","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-15 08:23:33","Tyeisha","15091881.T","1720",,,"","","","0.00"
"2023-02-15 08:23:35","Lydia","15088666.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:24:31","Damian","15080163.T","1729","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-15 08:26:19","Juliette","6914693.T","1751","attempt","CD - Answered - call disconnect","","","","0.00"
"2023-02-15 08:26:34","Leona","6913047.T","106","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-15 08:27:29","Lydia","6960671.T","1753","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:27:36","Damian","15093012.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:27:37","Sarah","6936540.T","1718","contact","P2PSP - Small payments via installment","","once","2023-02-28","100.00"
"2023-02-15 08:28:39","Nicola","6899127.T","1719","attempt","CD - Answered - call disconnect","","","","0.00"
"2023-02-15 08:29:08","Brandi","6946431.T","1726","contact","P2PSP - Small payments via installment","","once","2023-02-28","300.00"
"2023-02-15 08:29:48","Brandi","6946432.T","32","contact","P2PSP - Small payments via installment","","monthly","2023-02-28","300.00"
"2023-02-15 08:30:19","Nicola","15063610.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:30:28","Damian","15070179.T","1729",,,"","","","0.00"
"2023-02-15 08:31:11","Nicola","15093599.T","1719","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-15 08:31:28","Damian","15086576.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:31:55","Shanaz","15072733.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-15 08:32:09","Damian","15060183.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:32:23","Damian","15076819.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:32:30","Lydia","6964593.T","1753","contact","DRIC - Debtor Incoming/Return Call","","","","0.00"
"2023-02-15 08:32:55","Damian","15087705.T","1729","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:33:13","Juliette","6915741.T","1751","attempt","CD - Answered - call disconnect","","","","0.00"
"2023-02-15 08:33:19","Shanaz","15072747.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-15 08:33:41","Nicola","15079256.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:36:28","Krishandai","15066673.T","103","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-15 08:36:35","Juliette","6941927.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:37:22","Tyeisha","6889434.T","1720",,,"","","","0.00"
"2023-02-15 08:37:44","Leona","6902364.T","106","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:37:55","Brandi","15082918.T","1726",,,"","","","0.00"
"2023-02-15 08:38:28","Shanaz","15072984.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-15 08:38:33","Lydia","15080175.T","1753","contact","DRIC - Debtor Incoming/Return Call","","","","0.00"
"2023-02-15 08:39:07","Vidia","6957647.T","127",,,"","","","0.00"
"2023-02-15 08:39:14","Nicola","15093566.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:39:27","Lydia","15088430.T","1753","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-15 08:39:43","Brandi","15050570.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:39:45","Juliette","6942294.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:41:05","Leona","6909071.T","106","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:41:30","Damian","15088433.T","1729","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-15 08:41:34","Nicola","15070307.T","1719","contact","PBT - Payment to be made - Bank transfer","RPC","","","0.00"
"2023-02-15 08:42:56","Juliette","6947675.T","1751","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-15 08:43:18","Brandi","15093740.T","1726",,,"","","","0.00"
"2023-02-15 08:43:34","Nicola","15078047.T","1719","contact","DRIC - Debtor Incoming/Return Call","","","","0.00"
"2023-02-15 08:43:34","Lydia","15049607.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:44:35","Nicola","15079299.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:45:01","Nicola","15079299.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-15 08:45:03","Juliette","6947730.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:45:21","Krishandai","15066821.T","103","contact","P2PSP - Small payments via installment","","monthly","2023-02-15","150.00"
"2023-02-15 08:45:34","Nicola","15079035.T","1719","contact","PBV - Payment to be made - Branch Visit","RPC","","","0.00"
"2023-02-15 08:46:10","Krishandai","15090229.T","1729","contact","P2PSP - Small payments via installment","","monthly","2023-02-15","150.00"
"2023-02-15 08:46:53","Lydia","15076997.T","1753",,,"","","","0.00"
"2023-02-15 08:47:10","Juliette","6947948.T","1751","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-15 08:47:46","Tyeisha","6898470.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-15 08:47:57","Juliette","6948152.T","1751",,,"","","","0.00"
